IMEI,MRTime,LatMobile,LongMobile,CellID_1,LatBS1,LongBS1,Dbm_1,AsuLevel_1,SignalLevel_1,CellID_2,LatBS2,LongBS2,Dbm_2,AsuLevel_2,SignalLevel_2,CellID_3,LatBS3,LongBS3,Dbm_3,AsuLevel_3,SignalLevel_3,CellID_4,LatBS4,LongBS4,Dbm_4,AsuLevel_4,SignalLevel_4,CellID_5,LatBS5,LongBS5,Dbm_5,AsuLevel_5,SignalLevel_5,CellID_6,LatBS6,LongBS6,Dbm_6,AsuLevel_6,SignalLevel_6
861374033830412,1507727321,31.29203038,121.21360115,26051,31.28948091,121.21376815,-79,17,4,44757,31.29358048,121.20944991,-93,10,3,27377,31.29263501,121.21829475,-89,12,4,14547,31.30375802,121.24132505,-93,10,3,27394,31.28320002,121.20728971,-103,5,2,26049,31.28843711,121.21106666,-103,5,2
861374033830412,1507727324,31.29203038,121.21360115,26051,31.28948091,121.21376815,-83,15,4,44757,31.29358048,121.20944991,-97,8,3,27377,31.29263501,121.21829475,-91,11,3,14547,31.30375802,121.24132505,-95,9,3,27394,31.28320002,121.20728971,-103,5,2,26049,31.28843711,121.21106666,-105,4,1
861374033830412,1507727331,31.29212025,121.21374758,26051,31.28948091,121.21376815,-81,16,4,44757,31.29358048,121.20944991,-95,9,3,27377,31.29263501,121.21829475,-89,12,4,14547,31.30375802,121.24132505,-93,10,3,27394,31.28320002,121.20728971,-97,8,3,26049,31.28843711,121.21106666,-99,7,2
861374033830412,1507727334,31.29215269,121.21377371,26051,31.28948091,121.21376815,-81,16,4,44757,31.29358048,121.20944991,-93,10,3,27377,31.29263501,121.21829475,-87,13,4,14547,31.30375802,121.24132505,-89,12,4,27394,31.28320002,121.20728971,-93,10,3,26049,31.28843711,121.21106666,-97,8,3
861374033830412,1507727337,31.29215828,121.21375923,26051,31.28948091,121.21376815,-83,15,4,44757,31.29358048,121.20944991,-91,11,3,27377,31.29263501,121.21829475,-83,15,4,14547,31.30375802,121.24132505,-85,14,4,27394,31.28320002,121.20728971,-93,10,3,26049,31.28843711,121.21106666,-95,9,3
861374033830412,1507727340,31.29214432,121.21374181,26051,31.28948091,121.21376815,-81,16,4,44757,31.29358048,121.20944991,-87,13,4,27377,31.29263501,121.21829475,-83,15,4,14547,31.30375802,121.24132505,-85,14,4,27394,31.28320002,121.20728971,-89,12,4,26049,31.28843711,121.21106666,-95,9,3
861374033830412,1507727346,31.29213934,121.2136999,26051,31.28948091,121.21376815,-79,17,4,44757,31.29358048,121.20944991,-83,15,4,27377,31.29263501,121.21829475,-75,19,4,14547,31.30375802,121.24132505,-79,17,4,27394,31.28320002,121.20728971,-85,14,4,26049,31.28843711,121.21106666,-83,15,4
861374033830412,1507727349,31.29213883,121.21369964,26051,31.28948091,121.21376815,-79,17,4,44757,31.29358048,121.20944991,-81,16,4,27377,31.29263501,121.21829475,-73,20,4,14547,31.30375802,121.24132505,-79,17,4,27394,31.28320002,121.20728971,-85,14,4,26049,31.28843711,121.21106666,-83,15,4
861374033830412,1507727352,31.29220517,121.21348499,27377,31.29263501,121.21829475,-59,27,4,44757,31.29358048,121.20944991,-81,16,4,27377,31.29263501,121.21829475,-73,20,4,14547,31.30375802,121.24132505,-81,16,4,27394,31.28320002,121.20728971,-85,14,4,26049,31.28843711,121.21106666,-83,15,4
861374033830412,1507727355,31.29220517,121.21348499,27377,31.29263501,121.21829475,-67,23,4,14547,31.30375802,121.24132505,-83,15,4,27394,31.28320002,121.20728971,-85,14,4,26049,31.28843711,121.21106666,-83,15,4,26051,31.28948091,121.21376815,-81,16,4,27378,31.28215882,121.20931041,-79,17,4
861374033830412,1507727362,31.29214756,121.21368627,27377,31.29263501,121.21829475,-65,24,4,14547,31.30375802,121.24132505,-85,14,4,27394,31.28320002,121.20728971,-83,15,4,26049,31.28843711,121.21106666,-79,17,4,26051,31.28948091,121.21376815,-83,15,4,27378,31.28215882,121.20931041,-77,18,4
861374033830412,1507727365,31.2921479,121.21368645,27377,31.29263501,121.21829475,-67,23,4,14547,31.30375802,121.24132505,-87,13,4,27394,31.28320002,121.20728971,-83,15,4,26049,31.28843711,121.21106666,-75,19,4,26051,31.28948091,121.21376815,-83,15,4,27378,31.28215882,121.20931041,-77,18,4
861374033830412,1507727371,31.29215617,121.21367982,27377,31.29263501,121.21829475,-63,25,4,27394,31.28320002,121.20728971,-79,17,4,26049,31.28843711,121.21106666,-73,20,4,26051,31.28948091,121.21376815,-81,16,4,27378,31.28215882,121.20931041,-73,20,4,41233,31.29331391,121.21279675,-79,17,4
861374033830412,1507727374,31.29216785,121.21365996,27377,31.29263501,121.21829475,-63,25,4,27394,31.28320002,121.20728971,-77,18,4,26049,31.28843711,121.21106666,-71,21,4,26051,31.28948091,121.21376815,-81,16,4,27378,31.28215882,121.20931041,-75,19,4,41233,31.29331391,121.21279675,-77,18,4
861374033830412,1507727377,31.29224447,121.21364355,27377,31.29263501,121.21829475,-57,28,4,27394,31.28320002,121.20728971,-75,19,4,26049,31.28843711,121.21106666,-67,23,4,27378,31.28215882,121.20931041,-73,20,4,41233,31.29331391,121.21279675,-73,20,4,27393,31.29329501,121.21280385,-77,18,4
861374033830412,1507727380,31.29226201,121.21355049,27377,31.29263501,121.21829475,-53,30,4,27394,31.28320002,121.20728971,-73,20,4,26049,31.28843711,121.21106666,-65,24,4,27378,31.28215882,121.20931041,-73,20,4,41233,31.29331391,121.21279675,-73,20,4,27393,31.29329501,121.21280385,-75,19,4
861374033830412,1507727383,31.29224766,121.21353004,27377,31.29263501,121.21829475,-51,31,4,27394,31.28320002,121.20728971,-73,20,4,26049,31.28843711,121.21106666,-63,25,4,27378,31.28215882,121.20931041,-69,22,4,41233,31.29331391,121.21279675,-73,20,4,27393,31.29329501,121.21280385,-73,20,4
861374033830412,1507727386,31.29222973,121.21348757,27377,31.29263501,121.21829475,-53,30,4,27394,31.28320002,121.20728971,-69,22,4,26049,31.28843711,121.21106666,-63,25,4,27378,31.28215882,121.20931041,-67,23,4,41233,31.29331391,121.21279675,-69,22,4,27393,31.29329501,121.21280385,-71,21,4
861374033830412,1507727389,31.29228481,121.21339006,27377,31.29263501,121.21829475,-55,29,4,27394,31.28320002,121.20728971,-69,22,4,26049,31.28843711,121.21106666,-63,25,4,27378,31.28215882,121.20931041,-67,23,4,41233,31.29331391,121.21279675,-67,23,4,27393,31.29329501,121.21280385,-71,21,4
861374033830412,1507727392,31.29229579,121.21337688,27377,31.29263501,121.21829475,-55,29,4,27394,31.28320002,121.20728971,-67,23,4,26049,31.28843711,121.21106666,-59,27,4,27378,31.28215882,121.20931041,-67,23,4,41233,31.29331391,121.21279675,-67,23,4,27393,31.29329501,121.21280385,-69,22,4
861374033830412,1507727395,31.29230462,121.21336462,27377,31.29263501,121.21829475,-55,29,4,27394,31.28320002,121.20728971,-67,23,4,26049,31.28843711,121.21106666,-59,27,4,27378,31.28215882,121.20931041,-67,23,4,41233,31.29331391,121.21279675,-67,23,4,27393,31.29329501,121.21280385,-69,22,4
861374033830412,1507727398,31.2923052,121.21331576,27377,31.29263501,121.21829475,-55,29,4,27394,31.28320002,121.20728971,-67,23,4,26049,31.28843711,121.21106666,-59,27,4,27378,31.28215882,121.20931041,-67,23,4,41233,31.29331391,121.21279675,-67,23,4,27393,31.29329501,121.21280385,-67,23,4
861374033830412,1507727402,31.29226669,121.21329706,27377,31.29263501,121.21829475,-57,28,4,27394,31.28320002,121.20728971,-67,23,4,26049,31.28843711,121.21106666,-59,27,4,27378,31.28215882,121.20931041,-67,23,4,41233,31.29331391,121.21279675,-67,23,4,27393,31.29329501,121.21280385,-69,22,4
861374033830412,1507727405,31.29208176,121.21325111,27377,31.29263501,121.21829475,-57,28,4,27394,31.28320002,121.20728971,-69,22,4,26049,31.28843711,121.21106666,-59,27,4,27378,31.28215882,121.20931041,-69,22,4,41233,31.29331391,121.21279675,-69,22,4,27393,31.29329501,121.21280385,-69,22,4
861374033830412,1507727408,31.29190652,121.21315569,27377,31.29263501,121.21829475,-57,28,4,27394,31.28320002,121.20728971,-71,21,4,26049,31.28843711,121.21106666,-61,26,4,27378,31.28215882,121.20931041,-69,22,4,41233,31.29331391,121.21279675,-73,20,4,27393,31.29329501,121.21280385,-73,20,4
861374033830412,1507727411,31.2916296,121.21301705,27377,31.29263501,121.21829475,-59,27,4,27394,31.28320002,121.20728971,-71,21,4,26049,31.28843711,121.21106666,-61,26,4,27378,31.28215882,121.20931041,-69,22,4,41233,31.29331391,121.21279675,-73,20,4,26051,31.28948091,121.21376815,-65,24,4
861374033830412,1507727414,31.29155299,121.21294183,27377,31.29263501,121.21829475,-61,26,4,27394,31.28320002,121.20728971,-75,19,4,26049,31.28843711,121.21106666,-59,27,4,27378,31.28215882,121.20931041,-69,22,4,26051,31.28948091,121.21376815,-63,25,4,0,0,0,0,0,0
861374033830412,1507727417,31.29132896,121.21286041,27377,31.29263501,121.21829475,-61,26,4,27394,31.28320002,121.20728971,-75,19,4,26049,31.28843711,121.21106666,-61,26,4,27378,31.28215882,121.20931041,-69,22,4,26051,31.28948091,121.21376815,-61,26,4,0,0,0,0,0,0
861374033830412,1507727420,31.29124564,121.21281683,27377,31.29263501,121.21829475,-57,28,4,26049,31.28843711,121.21106666,-61,26,4,27378,31.28215882,121.20931041,-69,22,4,26051,31.28948091,121.21376815,-61,26,4,0,0,0,0,0,0,27393,31.29329501,121.21280385,-73,20,4
861374033830412,1507727423,31.29076526,121.21273186,27377,31.29263501,121.21829475,-57,28,4,26049,31.28843711,121.21106666,-61,26,4,27378,31.28215882,121.20931041,-71,21,4,26051,31.28948091,121.21376815,-61,26,4,0,0,0,0,0,0,27393,31.29329501,121.21280385,-73,20,4
861374033830412,1507727426,31.29063663,121.21261727,27377,31.29263501,121.21829475,-57,28,4,26049,31.28843711,121.21106666,-61,26,4,27378,31.28215882,121.20931041,-71,21,4,26051,31.28948091,121.21376815,-59,27,4,27393,31.29329501,121.21280385,-73,20,4,14547,31.30375802,121.24132505,-71,21,4
861374033830412,1507727429,31.29052971,121.21259623,27377,31.29263501,121.21829475,-61,26,4,26049,31.28843711,121.21106666,-61,26,4,27378,31.28215882,121.20931041,-73,20,4,26051,31.28948091,121.21376815,-61,26,4,27393,31.29329501,121.21280385,-73,20,4,14547,31.30375802,121.24132505,-73,20,4
861374033830412,1507727432,31.29044144,121.21250545,27377,31.29263501,121.21829475,-63,25,4,26049,31.28843711,121.21106666,-61,26,4,27378,31.28215882,121.20931041,-73,20,4,26051,31.28948091,121.21376815,-59,27,4,27393,31.29329501,121.21280385,-73,20,4,14547,31.30375802,121.24132505,-73,20,4
861374033830412,1507727438,31.29010556,121.21218445,27377,31.29263501,121.21829475,-57,28,4,26049,31.28843711,121.21106666,-67,23,4,27378,31.28215882,121.20931041,-73,20,4,26051,31.28948091,121.21376815,-59,27,4,27393,31.29329501,121.21280385,-75,19,4,27394,31.28320002,121.20728971,-71,21,4
861374033830412,1507727441,31.28999462,121.21209433,27377,31.29263501,121.21829475,-57,28,4,26049,31.28843711,121.21106666,-67,23,4,27378,31.28215882,121.20931041,-73,20,4,26051,31.28948091,121.21376815,-61,26,4,27393,31.29329501,121.21280385,-73,20,4,27394,31.28320002,121.20728971,-69,22,4
861374033830412,1507727447,31.28961807,121.21178866,27377,31.29263501,121.21829475,-61,26,4,26049,31.28843711,121.21106666,-67,23,4,27378,31.28215882,121.20931041,-71,21,4,26051,31.28948091,121.21376815,-61,26,4,27393,31.29329501,121.21280385,-73,20,4,27394,31.28320002,121.20728971,-71,21,4
861374033830412,1507727451,31.28958441,121.21181573,27377,31.29263501,121.21829475,-57,28,4,26049,31.28843711,121.21106666,-65,24,4,27378,31.28215882,121.20931041,-71,21,4,26051,31.28948091,121.21376815,-63,25,4,27393,31.29329501,121.21280385,-73,20,4,27394,31.28320002,121.20728971,-65,24,4
861374033830412,1507727454,31.28941151,121.21176137,27377,31.29263501,121.21829475,-59,27,4,26049,31.28843711,121.21106666,-59,27,4,27378,31.28215882,121.20931041,-71,21,4,26051,31.28948091,121.21376815,-63,25,4,27393,31.29329501,121.21280385,-75,19,4,27394,31.28320002,121.20728971,-67,23,4
861374033830412,1507727457,31.28915681,121.21157111,27377,31.29263501,121.21829475,-63,25,4,26049,31.28843711,121.21106666,-53,30,4,27378,31.28215882,121.20931041,-71,21,4,26051,31.28948091,121.21376815,-61,26,4,27393,31.29329501,121.21280385,-73,20,4,27394,31.28320002,121.20728971,-63,25,4
861374033830412,1507727460,31.28899558,121.21142448,27377,31.29263501,121.21829475,-59,27,4,26049,31.28843711,121.21106666,-51,31,4,27378,31.28215882,121.20931041,-71,21,4,26051,31.28948091,121.21376815,-59,27,4,27393,31.29329501,121.21280385,-75,19,4,27394,31.28320002,121.20728971,-63,25,4
861374033830412,1507727463,31.28891755,121.21132249,26049,31.28843711,121.21106666,-51,31,4,27378,31.28215882,121.20931041,-71,21,4,26051,31.28948091,121.21376815,-59,27,4,27394,31.28320002,121.20728971,-63,25,4,26050,31.28841321,121.21106286,-69,22,4,27377,31.29263501,121.21829475,-57,28,4
861374033830412,1507727466,31.28872576,121.21115638,26049,31.28843711,121.21106666,-51,31,4,27378,31.28215882,121.20931041,-71,21,4,26051,31.28948091,121.21376815,-59,27,4,27394,31.28320002,121.20728971,-63,25,4,26050,31.28841321,121.21106286,-69,22,4,27377,31.29263501,121.21829475,-59,27,4
861374033830412,1507727469,31.28864669,121.21110218,26049,31.28843711,121.21106666,-51,31,4,27378,31.28215882,121.20931041,-71,21,4,26051,31.28948091,121.21376815,-55,29,4,27394,31.28320002,121.20728971,-63,25,4,26050,31.28841321,121.21106286,-69,22,4,27377,31.29263501,121.21829475,-61,26,4
861374033830412,1507727472,31.28851751,121.21098243,26049,31.28843711,121.21106666,-51,31,4,27378,31.28215882,121.20931041,-73,20,4,26051,31.28948091,121.21376815,-51,31,4,27394,31.28320002,121.20728971,-63,25,4,26050,31.28841321,121.21106286,-67,23,4,27377,31.29263501,121.21829475,-63,25,4
861374033830412,1507727478,31.28809983,121.21081905,26049,31.28843711,121.21106666,-57,28,4,26051,31.28948091,121.21376815,-51,31,4,27394,31.28320002,121.20728971,-65,24,4,26050,31.28841321,121.21106286,-67,23,4,27377,31.29263501,121.21829475,-67,23,4,27378,31.28215882,121.20931041,-67,23,4
861374033830412,1507727481,31.2880169,121.210811,26049,31.28843711,121.21106666,-57,28,4,26051,31.28948091,121.21376815,-51,31,4,27394,31.28320002,121.20728971,-65,24,4,26050,31.28841321,121.21106286,-67,23,4,27377,31.29263501,121.21829475,-67,23,4,27378,31.28215882,121.20931041,-67,23,4
861374033830412,1507727484,31.28776294,121.21066762,26051,31.28948091,121.21376815,-51,31,4,27394,31.28320002,121.20728971,-65,24,4,26050,31.28841321,121.21106286,-63,25,4,27377,31.29263501,121.21829475,-67,23,4,0,0,0,0,0,0,0,0,0,0,0,0
861374033830412,1507727500,31.2872307,121.20969341,26051,31.28948091,121.21376815,-53,30,4,27394,31.28320002,121.20728971,-65,24,4,26050,31.28841321,121.21106286,-65,24,4,27377,31.29263501,121.21829475,-75,19,4,26049,31.28843711,121.21106666,-59,27,4,27378,31.28215882,121.20931041,-59,27,4
861374033830412,1507727503,31.28707462,121.20963199,26051,31.28948091,121.21376815,-53,30,4,27394,31.28320002,121.20728971,-65,24,4,26050,31.28841321,121.21106286,-69,22,4,27377,31.29263501,121.21829475,-77,18,4,26049,31.28843711,121.21106666,-65,24,4,27378,31.28215882,121.20931041,-61,26,4
861374033830412,1507727506,31.2869748,121.20951027,26051,31.28948091,121.21376815,-53,30,4,27394,31.28320002,121.20728971,-67,23,4,26050,31.28841321,121.21106286,-73,20,4,27377,31.29263501,121.21829475,-77,18,4,26049,31.28843711,121.21106666,-65,24,4,27378,31.28215882,121.20931041,-61,26,4
861374033830412,1507727509,31.28687018,121.20947235,26051,31.28948091,121.21376815,-55,29,4,27394,31.28320002,121.20728971,-67,23,4,26050,31.28841321,121.21106286,-73,20,4,27377,31.29263501,121.21829475,-81,16,4,26049,31.28843711,121.21106666,-69,22,4,27378,31.28215882,121.20931041,-65,24,4
861374033830412,1507727512,31.28672387,121.2093783,26051,31.28948091,121.21376815,-61,26,4,27394,31.28320002,121.20728971,-73,20,4,26050,31.28841321,121.21106286,-77,18,4,26049,31.28843711,121.21106666,-73,20,4,27378,31.28215882,121.20931041,-67,23,4,0,0,0,0,0,0
861374033830412,1507727521,31.28639653,121.20908017,26051,31.28948091,121.21376815,-65,24,4,27394,31.28320002,121.20728971,-69,22,4,26050,31.28841321,121.21106286,-77,18,4,26049,31.28843711,121.21106666,-81,16,4,27378,31.28215882,121.20931041,-63,25,4,0,0,0,0,0,0
861374033830412,1507727524,31.28626358,121.20905669,26051,31.28948091,121.21376815,-69,22,4,27394,31.28320002,121.20728971,-65,24,4,27378,31.28215882,121.20931041,-59,27,4,27395,31.28562812,121.20448531,-71,21,4,0,0,0,0,0,0,0,0,0,0,0,0
861374033830412,1507727527,31.28613062,121.20909748,27378,31.28215882,121.20931041,-71,21,4,27394,31.28320002,121.20728971,-61,26,4,27378,31.28215882,121.20931041,-55,29,4,27395,31.28562812,121.20448531,-65,24,4,27377,31.29263501,121.21829475,-81,16,4,0,0,0,0,0,0
861374033830412,1507727530,31.28600003,121.20917006,27378,31.28215882,121.20931041,-51,31,4,27395,31.28562812,121.20448531,-65,24,4,27377,31.29263501,121.21829475,-83,15,4,26051,31.28948091,121.21376815,-71,21,4,0,0,0,0,0,0,13698,31.28726157,121.19683072,-79,17,4
