IMEI,MRTime,CellID_1,Dbm_1,AsuLevel_1,SignalLevel_1,CellID_2,Dbm_2,AsuLevel_2,SignalLevel_2,CellID_3,Dbm_3,AsuLevel_3,SignalLevel_3,CellID_4,Dbm_4,AsuLevel_4,SignalLevel_4,CellID_5,Dbm_5,AsuLevel_5,SignalLevel_5,CellID_6,Dbm_6,AsuLevel_6,SignalLevel_6,Label
861374033830412,1507727466,26049,-51,31,4,27378,-71,21,4,26051,-59,27,4,27394,-63,25,4,26050,-69,22,4,27377,-59,27,4,1
861374033830412,1507727469,26049,-51,31,4,27378,-71,21,4,26051,-55,29,4,27394,-63,25,4,26050,-69,22,4,27377,-61,26,4,1
861374033830412,1507727472,26049,-51,31,4,27378,-73,20,4,26051,-51,31,4,27394,-63,25,4,26050,-67,23,4,27377,-63,25,4,1
861374033830412,1507727478,26049,-57,28,4,26051,-51,31,4,27394,-65,24,4,26050,-67,23,4,27377,-67,23,4,27378,-67,23,4,4
861374033830412,1507727481,26049,-57,28,4,26051,-51,31,4,27394,-65,24,4,26050,-67,23,4,27377,-67,23,4,27378,-67,23,4,4
861374033830412,1507727484,26051,-51,31,4,27394,-65,24,4,26050,-63,25,4,27377,-67,23,4,0,0,0,0,0,0,0,0,3
861374033830412,1507727500,26051,-53,30,4,27394,-65,24,4,26050,-65,24,4,27377,-75,19,4,26049,-59,27,4,27378,-59,27,4,3
861374033830412,1507727503,26051,-53,30,4,27394,-65,24,4,26050,-69,22,4,27377,-77,18,4,26049,-65,24,4,27378,-61,26,4,3
861374033830412,1507727506,26051,-53,30,4,27394,-67,23,4,26050,-73,20,4,27377,-77,18,4,26049,-65,24,4,27378,-61,26,4,3
861374033830412,1507727509,26051,-55,29,4,27394,-67,23,4,26050,-73,20,4,27377,-81,16,4,26049,-69,22,4,27378,-65,24,4,3
861374033830412,1507727512,26051,-61,26,4,27394,-73,20,4,26050,-77,18,4,26049,-73,20,4,27378,-67,23,4,0,0,0,0,3
861374033830412,1507727521,26051,-65,24,4,27394,-69,22,4,26050,-77,18,4,26049,-81,16,4,27378,-63,25,4,0,0,0,0,3
861374033830412,1507727524,26051,-69,22,4,27394,-65,24,4,27378,-59,27,4,27395,-71,21,4,0,0,0,0,0,0,0,0,2
861374033830412,1507727527,27378,-71,21,4,27394,-61,26,4,27378,-55,29,4,27395,-65,24,4,27377,-81,16,4,0,0,0,0,2
861374033830412,1507727530,27378,-51,31,4,27395,-65,24,4,27377,-83,15,4,26051,-71,21,4,0,0,0,0,13698,-79,17,4,1
861374033830412,1507727533,27378,-51,31,4,27395,-65,24,4,26051,-73,20,4,13698,-79,17,4,27394,-61,26,4,27393,-81,16,4,5
861374033830412,1507727536,27378,-51,31,4,27395,-63,25,4,26051,-71,21,4,13698,-81,16,4,27394,-63,25,4,0,0,0,0,5
861374033830412,1507727539,27378,-51,31,4,27395,-65,24,4,26051,-71,21,4,13698,-81,16,4,27394,-61,26,4,27377,-81,16,4,5
861374033830412,1507727546,27378,-51,31,4,27395,-65,24,4,26051,-73,20,4,27394,-63,25,4,27377,-81,16,4,0,0,0,0,4
861374033830412,1507727549,27378,-51,31,4,27395,-67,23,4,26051,-73,20,4,27394,-63,25,4,27377,-79,17,4,0,0,0,0,4
861374033830412,1507727555,27378,-51,31,4,27395,-71,21,4,26051,-73,20,4,27394,-63,25,4,27377,-75,19,4,13698,-83,15,4,1
861374033830412,1507727561,27378,-61,26,4,27395,-79,17,4,26051,-73,20,4,27394,-69,22,4,27377,-77,18,4,13698,-81,16,4,1
861374033830412,1507727564,27378,-65,24,4,26051,-73,20,4,27394,-73,20,4,27377,-77,18,4,13698,-81,16,4,0,0,0,0,1
861374033830412,1507727567,27378,-71,21,4,26051,-73,20,4,27394,-79,17,4,27377,-81,16,4,13698,-83,15,4,0,0,0,0,1
861374033830412,1507727570,27378,-71,21,4,26051,-75,19,4,27394,-79,17,4,27377,-81,16,4,13698,-83,15,4,41139,-69,22,4,1
861374033830412,1507727576,41139,-81,16,4,26051,-77,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
861374033830412,1507727579,41139,-81,16,4,26051,-79,17,4,0,0,0,0,0,0,0,0,25187,-85,14,4,0,0,0,0,2
861374033830412,1507727582,41139,-75,19,4,26051,-79,17,4,0,0,0,0,25187,-85,14,4,27378,-75,19,4,0,0,0,0,5
861374033830412,1507727585,41139,-75,19,4,26051,-79,17,4,0,0,0,0,25187,-85,14,4,27378,-75,19,4,0,0,0,0,5
861374033830412,1507727594,27378,-79,17,4,26051,-83,15,4,25187,-87,13,4,41139,-85,14,4,0,0,0,0,0,0,0,0,1
861374033830412,1507727601,27378,-81,16,4,26051,-87,13,4,25187,-91,11,3,41139,-85,14,4,0,0,0,0,27361,-85,14,4,6
861374033830412,1507727604,27378,-83,15,4,26051,-91,11,3,25187,-93,10,3,41139,-87,13,4,0,0,0,0,27361,-89,12,4,6
861374033830412,1507727607,27378,-83,15,4,26051,-93,10,3,41139,-87,13,4,0,0,0,0,27361,-93,10,3,25859,-93,10,3,5
861374033830412,1507727610,27378,-77,18,4,26051,-93,10,3,41139,-87,13,4,0,0,0,0,27361,-93,10,3,25859,-93,10,3,5
861374033830412,1507727613,27378,-73,20,4,26051,-93,10,3,41139,-89,12,4,0,0,0,0,27361,-97,8,3,25859,-93,10,3,5
861374033830412,1507727616,27378,-75,19,4,26051,-95,9,3,41139,-89,12,4,0,0,0,0,25859,-93,10,3,13698,-93,10,3,1
861374033830412,1507727619,27378,-79,17,4,26051,-95,9,3,41139,-89,12,4,0,0,0,0,25859,-93,10,3,13698,-93,10,3,1
861374033830412,1507727622,27378,-75,19,4,26051,-93,10,3,41139,-93,10,3,25859,-95,9,3,13698,-93,10,3,27394,-97,8,3,1
861374033830412,1507727625,27378,-75,19,4,26051,-91,11,3,41139,-93,10,3,25859,-95,9,3,13698,-91,11,3,27394,-97,8,3,1
861374033830412,1507727628,27378,-75,19,4,26051,-87,13,4,41139,-93,10,3,25859,-93,10,3,13698,-93,10,3,27394,-95,9,3,1
861374033830412,1507727631,27378,-73,20,4,26051,-89,12,4,41139,-95,9,3,13698,-93,10,3,27394,-95,9,3,27361,-93,10,3,6
861374033830412,1507727634,27378,-73,20,4,26051,-89,12,4,41139,-95,9,3,13698,-91,11,3,27394,-97,8,3,27361,-93,10,3,6
861374033830412,1507727638,27378,-73,20,4,26051,-85,14,4,41139,-95,9,3,13698,-91,11,3,27394,-95,9,3,27361,-93,10,3,6
861374033830412,1507727641,27378,-75,19,4,26051,-85,14,4,41139,-95,9,3,13698,-91,11,3,27394,-95,9,3,27361,-93,10,3,6
861374033830412,1507727647,27378,-71,21,4,26051,-85,14,4,41139,-93,10,3,13698,-93,10,3,27361,-93,10,3,27377,-99,7,2,5
861374033830412,1507727650,27378,-73,20,4,26051,-85,14,4,41139,-95,9,3,13698,-93,10,3,27361,-93,10,3,27394,-97,8,3,5
861374033830412,1507727653,27378,-75,19,4,26051,-87,13,4,41139,-93,10,3,13698,-91,11,3,27361,-93,10,3,27394,-97,8,3,5
861374033830412,1507727656,27378,-77,18,4,26051,-85,14,4,41139,-93,10,3,13698,-91,11,3,27361,-93,10,3,27394,-97,8,3,5
861374033830412,1507727659,27378,-79,17,4,26051,-85,14,4,41139,-89,12,4,13698,-89,12,4,27361,-97,8,3,27394,-95,9,3,5
861374033830412,1507727662,27378,-87,13,4,26051,-91,11,3,41139,-95,9,3,13698,-91,11,3,27394,-99,7,2,25187,-101,6,2,1
861374033830412,1507727665,27378,-95,9,3,26051,-91,11,3,41139,-95,9,3,13698,-91,11,3,27394,-99,7,2,0,0,0,0,1
861374033830412,1507727668,27378,-99,7,2,26051,-95,9,3,41139,-97,8,3,13698,-93,10,3,27394,-103,5,2,0,0,0,0,1
861374033830412,1507727675,27378,-101,6,2,41139,-99,7,2,13698,-97,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1
861374033830412,1507727678,27378,-99,7,2,41139,-101,6,2,13698,-97,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1
861374033830412,1507727681,27378,-93,10,3,41139,-101,6,2,13698,-99,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1
861374033830412,1507727684,27378,-87,13,4,41139,-99,7,2,13698,-97,8,3,26051,-105,4,1,0,0,0,0,0,0,0,0,1
861374033830412,1507727690,27378,-65,24,4,41139,-97,8,3,13698,-95,9,3,0,0,0,0,25187,-101,6,2,26051,-101,6,2,1
861374033830412,1507727693,27378,-71,21,4,41139,-91,11,3,13698,-91,11,3,0,0,0,0,25187,-95,9,3,26051,-97,8,3,1
861374033830412,1507727699,27378,-77,18,4,41139,-87,13,4,13698,-87,13,4,25859,-87,13,4,25187,-91,11,3,26051,-93,10,3,1
861374033830412,1507727702,27378,-77,18,4,41139,-83,15,4,13698,-83,15,4,25859,-87,13,4,26051,-89,12,4,25187,-85,14,4,1
861374033830412,1507727705,27378,-81,16,4,41139,-81,16,4,13698,-83,15,4,25859,-83,15,4,26051,-87,13,4,25187,-85,14,4,1
861374033830412,1507727718,13698,-79,17,4,41139,-85,14,4,25859,-83,15,4,26051,-87,13,4,0,0,0,0,0,0,0,0,4
861374033830412,1507727724,13698,-79,17,4,41139,-85,14,4,25859,-85,14,4,27378,-83,15,4,0,0,0,0,0,0,0,0,4
861374033830412,1507727727,13698,-81,16,4,41139,-83,15,4,25859,-85,14,4,27378,-83,15,4,41594,-85,14,4,25089,-85,14,4,4
861374033830412,1507727730,13698,-79,17,4,41139,-83,15,4,25859,-85,14,4,27378,-83,15,4,41594,-87,13,4,25089,-83,15,4,4
861374033830412,1507727733,13698,-79,17,4,41139,-83,15,4,25859,-85,14,4,27378,-83,15,4,41594,-87,13,4,25089,-83,15,4,4
861374033830412,1507727739,13698,-81,16,4,41139,-83,15,4,25859,-85,14,4,27378,-83,15,4,41594,-85,14,4,25089,-83,15,4,4
861374033830412,1507727742,13698,-81,16,4,41139,-81,16,4,25859,-85,14,4,27378,-83,15,4,41594,-85,14,4,25089,-83,15,4,4
861374033830412,1507727748,13698,-79,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
861374033830412,1507727751,13698,-79,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
861374033830412,1507727754,13698,-81,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
861374033830412,1508242193,27377,-61,26,4,27394,-71,21,4,26049,-71,21,4,27393,-79,17,4,41233,-73,20,4,26051,-79,17,4,4
861374033830412,1508242196,27377,-57,28,4,27394,-71,21,4,26049,-69,22,4,27393,-77,18,4,41233,-73,20,4,26051,-79,17,4,4
861374033830412,1508242206,27377,-57,28,4,27394,-67,23,4,26049,-67,23,4,27393,-75,19,4,41233,-69,22,4,26051,-71,21,4,4
861374033830412,1508242209,27377,-59,27,4,27394,-65,24,4,26049,-67,23,4,27393,-73,20,4,41233,-71,21,4,26051,-67,23,4,4
861374033830412,1508242212,27377,-57,28,4,27394,-65,24,4,26049,-65,24,4,27393,-71,21,4,41233,-71,21,4,26051,-67,23,4,4
861374033830412,1508242215,27377,-57,28,4,27394,-63,25,4,26049,-65,24,4,27393,-69,22,4,41233,-71,21,4,26051,-65,24,4,4
861374033830412,1508242218,27377,-57,28,4,27394,-63,25,4,26049,-65,24,4,27393,-69,22,4,26051,-65,24,4,44775,-69,22,4,4
861374033830412,1508242221,27377,-53,30,4,27394,-61,26,4,26049,-67,23,4,27393,-71,21,4,26051,-65,24,4,44775,-69,22,4,4
861374033830412,1508242224,27377,-53,30,4,27394,-63,25,4,26049,-61,26,4,27393,-69,22,4,26051,-65,24,4,44775,-69,22,4,4
861374033830412,1508242230,27377,-53,30,4,27394,-63,25,4,26049,-61,26,4,27393,-67,23,4,26051,-63,25,4,44775,-69,22,4,5
861374033830412,1508242233,27377,-51,31,4,27394,-63,25,4,26049,-61,26,4,27393,-67,23,4,26051,-61,26,4,44775,-73,20,4,5
861374033830412,1508242236,27377,-51,31,4,27394,-59,27,4,26049,-59,27,4,27393,-69,22,4,26051,-61,26,4,44775,-73,20,4,5
861374033830412,1508242243,27377,-53,30,4,27394,-59,27,4,26049,-61,26,4,27393,-65,24,4,26051,-61,26,4,44775,-75,19,4,5
861374033830412,1508242245,27377,-55,29,4,27394,-57,28,4,26049,-59,27,4,27393,-67,23,4,26051,-61,26,4,44775,-77,18,4,5
861374033830412,1508242249,27377,-55,29,4,27394,-57,28,4,26049,-59,27,4,27393,-67,23,4,26051,-63,25,4,41233,-73,20,4,5
861374033830412,1508242252,27377,-53,30,4,27394,-59,27,4,26049,-61,26,4,27393,-69,22,4,26051,-63,25,4,41233,-71,21,4,5
861374033830412,1508242255,27377,-51,31,4,27394,-59,27,4,26049,-59,27,4,27393,-67,23,4,26051,-63,25,4,41233,-71,21,4,5
861374033830412,1508242258,27377,-51,31,4,27394,-57,28,4,26049,-61,26,4,27393,-69,22,4,26051,-65,24,4,41233,-69,22,4,5
861374033830412,1508242261,27377,-53,30,4,27394,-57,28,4,26049,-61,26,4,27393,-69,22,4,26051,-65,24,4,41233,-69,22,4,5
861374033830412,1508242264,27377,-53,30,4,27394,-57,28,4,26049,-61,26,4,27393,-69,22,4,26051,-65,24,4,41233,-71,21,4,5
861374033830412,1508242267,27377,-55,29,4,27394,-57,28,4,26049,-63,25,4,27393,-69,22,4,26051,-65,24,4,41233,-75,19,4,3
861374033830412,1508242270,27377,-55,29,4,27394,-57,28,4,26049,-61,26,4,27393,-69,22,4,26051,-65,24,4,22673,-73,20,4,6
861374033830412,1508242273,27377,-53,30,4,27394,-55,29,4,26049,-61,26,4,27393,-69,22,4,26051,-67,23,4,22673,-73,20,4,6
861374033830412,1508242276,27377,-51,31,4,27394,-55,29,4,26049,-57,28,4,27393,-69,22,4,26051,-63,25,4,22673,-73,20,4,6
861374033830412,1508242283,27377,-53,30,4,27394,-53,30,4,26049,-53,30,4,27393,-69,22,4,26051,-65,24,4,22673,-73,20,4,6
861374033830412,1508242286,27377,-53,30,4,27394,-51,31,4,26049,-51,31,4,27393,-69,22,4,26051,-65,24,4,22673,-73,20,4,6
861374033830412,1508242289,27377,-51,31,4,27394,-51,31,4,26049,-51,31,4,27393,-69,22,4,26051,-67,23,4,22673,-71,21,4,6
861374033830412,1508242295,27377,-65,24,4,27394,-55,29,4,26049,-55,29,4,27393,-75,19,4,26051,-69,22,4,22673,-75,19,4,6
861374033830412,1508314689,26051,-53,30,4,27378,-71,21,4,27377,-67,23,4,26049,-57,28,4,27394,-67,23,4,26050,-75,19,4,4
861374033830412,1508314693,26051,-51,31,4,27378,-69,22,4,27377,-65,24,4,26049,-53,30,4,27394,-67,23,4,26050,-75,19,4,4
861374033830412,1508314695,26051,-51,31,4,27378,-71,21,4,27377,-63,25,4,26049,-51,31,4,27394,-67,23,4,26050,-75,19,4,4
861374033830412,1508314702,26049,-51,31,4,27378,-67,23,4,27377,-63,25,4,27394,-67,23,4,26050,-69,22,4,27393,-77,18,4,1
861374033830412,1508314705,26049,-51,31,4,27378,-67,23,4,27377,-63,25,4,27394,-65,24,4,26050,-69,22,4,26051,-55,29,4,1
861374033830412,1508314711,26049,-51,31,4,27378,-67,23,4,27377,-61,26,4,27394,-65,24,4,26050,-71,21,4,26051,-63,25,4,1
861374033830412,1508314714,26049,-53,30,4,27378,-67,23,4,27377,-63,25,4,27394,-65,24,4,26050,-71,21,4,26051,-65,24,4,1
861374033830412,1508314717,26049,-55,29,4,27378,-67,23,4,27377,-63,25,4,27394,-63,25,4,26050,-71,21,4,26051,-65,24,4,1
861374033830412,1508314720,26049,-57,28,4,27378,-67,23,4,27377,-63,25,4,27394,-61,26,4,26050,-73,20,4,26051,-69,22,4,1
861374033830412,1508314723,26049,-55,29,4,27378,-71,21,4,27377,-63,25,4,27394,-61,26,4,26050,-75,19,4,26051,-71,21,4,1
861374033830412,1508314726,26049,-55,29,4,27378,-71,21,4,27377,-63,25,4,27394,-61,26,4,26050,-79,17,4,26051,-73,20,4,6
861374033830412,1508314729,26049,-57,28,4,27378,-71,21,4,27377,-63,25,4,27394,-61,26,4,26050,-79,17,4,26051,-73,20,4,6
861374033830412,1508314732,26049,-59,27,4,27378,-71,21,4,0,0,0,0,27394,-61,26,4,26050,-79,17,4,26051,-71,21,4,6
861374033830412,1508314735,26049,-59,27,4,27378,-73,20,4,27377,-61,26,4,27394,-61,26,4,26051,-69,22,4,0,0,0,0,5
861374033830412,1508314739,26049,-61,26,4,27378,-73,20,4,27377,-61,26,4,27394,-61,26,4,26051,-69,22,4,0,0,0,0,5
861374033830412,1508314742,26049,-63,25,4,27378,-73,20,4,27377,-61,26,4,27394,-61,26,4,26051,-71,21,4,0,0,0,0,5
